"bio_1" "bio_2" "bio_3" "bio_4" "bio_8" "bio_12" "bio_15" "bio_18"
"1" 215.92673992674 138.490842490842 68 1631.14652014652 224.543956043956 1339.89194139194 93.7985347985348 349.388278388278
"2" 236.430107526882 114.606758832565 67.3333333333333 1570.88940092166 244.433179723502 1966.04608294931 69.826420890937 466.092165898618
"3" 241.868475991649 99.4843423799582 65.4154488517745 1568.22129436326 250.192066805846 1685.12943632568 55.517745302714 443.901878914405
"4" 239.182170542636 91.4903100775194 85.484496124031 355.552325581395 236.358527131783 3146 42.0910852713178 609.874031007752
"5" 235.992170022371 99.5201342281879 80.0581655480984 535.748322147651 231.732662192394 2104.29194630872 53.2326621923937 369.938478747204
"6" 269.004444444444 101.917777777778 74.06 727.277777777778 260.39 2062.85111111111 74.3922222222222 228.922222222222
"7" 251.433638443936 98.3535469107551 82.4702517162471 479.983981693364 248.951945080092 2013.24828375286 53.7757437070938 404.766590389016
"8" 210.835994194485 95.1393323657475 86.7532656023222 369.467343976778 209.039187227866 2707.09288824383 32.6298984034833 669.786647314949
"9" 258.762222222222 91.8433333333333 76.8011111111111 739.296666666667 252.686666666667 2712.13777777778 40.2933333333333 353.648888888889
"10" 261.295555555556 101.791111111111 86.23 479.57 255.438888888889 3139.24777777778 31.8722222222222 532.955555555556
"11" 260.518888888889 101.107777777778 88.0933333333333 404.82 254.957777777778 2057.66 50.14 350.976666666667
"12" 262.564444444444 95.2688888888889 79.2855555555556 623.086666666667 257.547777777778 2061.73444444444 58.8466666666667 208.858888888889
"13" 257.432258064516 88.7948387096774 77.2658064516129 566.561290322581 253.482580645161 2526.96258064516 52.861935483871 220.085161290323
"14" 227.265466816648 100.26659167604 84.8920134983127 461.26659167604 226.17885264342 2216.48256467942 27.2159730033746 569.335208098988
"15" 260.868888888889 94.8533333333333 84.4366666666667 448.045555555556 260.942222222222 2789.24333333333 19.84 656.295555555556
"16" 258.738888888889 91.9422222222222 85.1277777777778 348.276666666667 257.555555555556 2921.14888888889 25.4644444444444 633.226666666667
"17" 267.443333333333 89.9955555555556 84.1866666666667 347.3 263.893333333333 2478.55666666667 36.5644444444444 401.503333333333
"18" 268.153333333333 91.8833333333333 79.3855555555556 490.73 263.263333333333 2223.18111111111 49.8911111111111 282.516666666667
"19" 259.865406006674 97.7296996662959 82.2725250278087 456.42936596218 255.423804226919 2026.79310344828 63.5862068965517 196.70745272525
"20" 266.162130177515 100.32426035503 82.7005917159763 387.07573964497 262.985798816568 2002.61656804734 75.9573964497041 137.215384615385
"21" 265.831501831502 105.199633699634 76.7417582417582 761.236263736264 259.644688644689 1331.02014652015 95.503663003663 63.4358974358974
"22" 183.454545454545 127.492753623188 80.5006587615283 729.075098814229 188.891963109354 1265.30434782609 53.7180500658762 401.487483530962
"23" 256.527777777778 108.383333333333 78.5733333333333 533.232222222222 258.418888888889 2096.32111111111 42.9455555555556 583.844444444444
"24" 257.554444444444 107.668888888889 78.1533333333333 522.736666666667 258.913333333333 2192.98 53.5444444444444 521.781111111111
"25" 258.561111111111 106.341111111111 72.1455555555556 464.697777777778 256.057777777778 2272.06555555556 59.8711111111111 362.018888888889
"26" 256.155555555556 120.627777777778 67.9222222222222 486.327777777778 252.678888888889 2252.48555555556 64.3166666666667 368.721111111111
"27" 252.814444444444 129.017777777778 74.6866666666667 411.663333333333 250.43 2058.43777777778 67.2822222222222 426.647777777778
"28" 258.167777777778 121.092222222222 73.1388888888889 520.276666666667 255.352222222222 1525.80444444444 74.3588888888889 173.888888888889
"29" 255.332222222222 121.718888888889 74.9144444444444 981.707777777778 255.336666666667 814.488888888889 87.0333333333333 146.044444444444
"30" 241.769512195122 96.2621951219512 70.5585365853659 1375.85 242.479268292683 780.974390243902 77.85 167.101219512195
"31" 148.084444444444 147.222222222222 75.2444444444444 1124.58666666667 155.762222222222 1411.42888888889 70.7188888888889 494.305555555556
"32" 240.902222222222 112.488888888889 69.5733333333333 1120.68222222222 247.766666666667 1739.77222222222 58.5277777777778 500.411111111111
"33" 244.434444444444 126.513333333333 70.0633333333333 929.18 249.452222222222 1623.67777777778 66.98 365.957777777778
"34" 243.646666666667 133.761111111111 70.4455555555556 962.493333333333 247.385555555556 1831.17222222222 73.4511111111111 472.285555555556
"35" 252.876666666667 132.303333333333 70.2777777777778 980.596666666667 257.147777777778 1750.23 79.0188888888889 446.206666666667
"36" 246.69 118.247777777778 70.0444444444445 834.156666666667 247.505555555556 1456.79888888889 83.2388888888889 220.454444444444
"37" 229.937777777778 118.702222222222 71.0911111111111 1255.30888888889 238.014444444444 792.763333333333 77.2944444444445 256.785555555556
"38" 112.956666666667 157.345555555556 67.2188888888889 2342.53111111111 134.952222222222 714.281111111111 104.556666666667 309.527777777778
"39" 234.775555555556 126.914444444444 64.7911111111111 2260.18222222222 255.703333333333 1021.18777777778 62.2444444444444 403.192222222222
"40" 254.244444444444 120.447777777778 65.4788888888889 2024.85444444444 271.96 1261.00666666667 59.9911111111111 510.398888888889
"41" 237.886666666667 122.828888888889 69.0522222222222 1487.93333333333 248.094444444444 1527.74666666667 70.4088888888889 427.738888888889
"42" 224.501111111111 125.123333333333 69.0277777777778 1528.23111111111 234.822222222222 1375.25888888889 80.3933333333333 516.525555555556
"43" 219.757609921082 118.245772266065 66.7260428410372 1742.66629086809 233.65388951522 1144.16910935738 75.1724915445321 422.211950394588
"44" 93.4122222222222 162.517777777778 63.7844444444444 3279.96444444444 125.914444444444 128.55 120.751111111111 86.7044444444444
"45" 225.626666666667 135.103333333333 54.0666666666667 3831.11777777778 264.755555555556 707.217777777778 73.75 339.183333333333
"46" 233.231111111111 119.275555555556 57.36 3076.78111111111 262.944444444444 1241.47111111111 38.4388888888889 406.964444444444
"47" 210.463333333333 122.961111111111 62.5044444444444 2577.60333333333 236.23 1425.50666666667 38.0277777777778 505.101111111111
"48" 197.580332409972 114.909972299169 61.8324099722992 2343.33933518006 223.227146814404 1450.92105263158 60.4487534626039 628.542936288089
"49" 123.784444444444 140.804444444444 55.5211111111111 4144.17111111111 165.14 243.504444444444 78.9877777777778 129.917777777778
"50" 206.178888888889 141.171111111111 50.65 4557.89222222222 258.522222222222 796.554444444444 64.78 341.08
"51" 207.344444444444 119.006666666667 50.4444444444444 4036.61444444444 229.016666666667 1381.64444444444 26.8088888888889 376.142222222222
"52" 180.848 111.584 53.7451428571429 3229.16457142857 189.284571428571 1694.11657142857 12.7611428571429 450.709714285714
"53" 148.352222222222 153.22 49.7366666666667 5402.23111111111 200.614444444444 370.035555555556 59.6822222222222 157.931111111111
